"","county","count","month","year","state"
"615","COLUMBIA","40570","October","2018","FL"
"616","DESOTO","16768","October","2018","FL"
"617","DIXIE","9698","October","2018","FL"
"618","DUVAL","610859","October","2018","FL"
"619","ESCAMBIA","214300","October","2018","FL"
"620","FLAGLER","82956","October","2018","FL"
"621","FRANKLIN","7815","October","2018","FL"
"622","GADSDEN","29787","October","2018","FL"
"623","GILCHRIST","11791","October","2018","FL"
"624","GLADES","6823","October","2018","FL"
"625","GULF","10186","October","2018","FL"
"626","HAMILTON","7728","October","2018","FL"
"627","HARDEE","12238","October","2018","FL"
"628","HENDRY","17803","October","2018","FL"
"629","HERNANDO","134258","October","2018","FL"
"630","HIGHLANDS","59702","October","2018","FL"
"631","HILLSBOROUGH","865503","October","2018","FL"
"632","HOLMES","10766","October","2018","FL"
"633","INDIAN RIVER","113802","October","2018","FL"
"634","JACKSON","28089","October","2018","FL"
"635","JEFFERSON","9767","October","2018","FL"
"636","LAFAYETTE","4361","October","2018","FL"
"637","LAKE","237168","October","2018","FL"
"638","LEE","448767","October","2018","FL"
"639","LEON","215830","October","2018","FL"
